,customer_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,quantidade
431501,22031,-22.96616144434192,-43.18753952677599,rio de janeiro,RJ,22
431826,22040,-22.96700369193254,-43.18314576657629,rio de janeiro,RJ,23
432066,22041,-22.968394910900845,-43.18999951289751,rio de janeiro,RJ,27
432366,22050,-22.97180239967678,-43.18744649443143,rio de janeiro,RJ,28
432600,22051,-22.972496751601327,-43.18950774937962,rio de janeiro,RJ,24
432865,22060,-22.973939675543917,-43.190175781579946,rio de janeiro,RJ,17
433051,22061,-22.97590551067581,-43.18963171717928,rio de janeiro,RJ,21
433263,22070,-22.984241961423034,-43.19056825090884,rio de janeiro,RJ,20
433422,22071,-22.97891413015762,-43.19043519525077,rio de janeiro,RJ,32
433733,22080,-22.98683086984238,-43.19030363696695,rio de janeiro,RJ,22
433930,22081,-22.9860379483813,-43.19247513503371,rio de janeiro,RJ,28
434220,22210,-22.92711498029316,-43.17362973258698,rio de janeiro,RJ,34
434588,22211,-22.924379630301843,-43.17873631571349,rio de janeiro,RJ,4
434676,22220,-22.93311463835192,-43.17537798542904,rio de janeiro,RJ,28
434920,22221,-22.931508341392973,-43.18179399042069,rio de janeiro,RJ,43
435260,22230,-22.93781597002137,-43.17619884430715,rio de janeiro,RJ,53
435680,22231,-22.93276755785112,-43.17834623036526,rio de janeiro,RJ,45
435966,22240,-22.93125598447676,-43.17881321481337,rio de janeiro,RJ,48
436278,22241,-22.93827739912851,-43.195598256997016,rio de janeiro,RJ,15
436411,22245,-22.942045134994665,-43.192373725331656,rio de janeiro,RJ,15
436559,22250,-22.938518021928537,-43.17619539800332,rio de janeiro,RJ,61
437025,22251,-22.945175455450418,-43.18674295048741,rio de janeiro,RJ,35
437242,22260,-22.94914024395528,-43.1890677882164,rio de janeiro,RJ,49
437601,22261,-22.95549,-43.20057987621901,rio de janeiro,RJ,24
437797,22270,-22.95379584124873,-43.18465490536092,rio de janeiro,RJ,45
438068,22271,-22.95900277684809,-43.19837474672523,rio de janeiro,RJ,22
438287,22280,-22.950922714957603,-43.18739520231989,rio de janeiro,RJ,31
438600,22281,-22.957756281983983,-43.19249263780366,rio de janeiro,RJ,18
438743,22290,-22.954859287264107,-43.18091709714924,rio de janeiro,RJ,56
439134,22291,-22.81859544240868,-43.27322500582838,rio de janeiro,RJ,10
439218,22410,-22.98474248211083,-43.19586486663974,rio de janeiro,RJ,38
439635,22411,-22.98123150764605,-43.20143111518263,rio de janeiro,RJ,22
439930,22420,-22.984848450458767,-43.20073414542106,rio de janeiro,RJ,24
440214,22421,-22.98235859449484,-43.20994879808413,rio de janeiro,RJ,9
440400,22430,-22.98386326005543,-43.21581052596791,rio de janeiro,RJ,35
440744,22431,-22.98193586539897,-43.22428066457964,rio de janeiro,RJ,22
440944,22440,-22.987106811270102,-43.22749700083673,rio de janeiro,RJ,25
441234,22441,-22.9835768104334,-43.22072313001338,rio de janeiro,RJ,27
441479,22450,-22.99399656731484,-43.23396766206948,rio de janeiro,RJ,41
441887,22451,-22.97823619758802,-43.2372780819727,rio de janeiro,RJ,56
442453,22452,-23.01849994946487,-43.48445971883477,rio de janeiro,RJ,2
442466,22460,-22.96587724811021,-43.21897584321064,rio de janeiro,RJ,15
442702,22461,-22.96070967499565,-43.213958465173945,rio de janeiro,RJ,33
442965,22470,-22.96555273382772,-43.2162783326504,rio de janeiro,RJ,37
443233,22471,-22.966645149316204,-43.20283415612552,rio de janeiro,RJ,29
443569,22610,-22.99920563249489,-43.2722509879392,rio de janeiro,RJ,30
443838,22611,-23.004898680535568,-43.2962888304287,rio de janeiro,RJ,8
443942,22620,-23.01333894087947,-43.30183519386577,rio de janeiro,RJ,36
444414,22621,-23.01373315958797,-43.31153889592586,rio de janeiro,RJ,33
444718,22630,-23.010698995411467,-43.33245982226944,rio de janeiro,RJ,30
445128,22631,-23.0043086872296,-43.32450783783356,rio de janeiro,RJ,89
445960,22640,-23.00373619547281,-43.32184116956918,rio de janeiro,RJ,28
446321,22641,-22.988173022765267,-43.30494658630055,rio de janeiro,RJ,6
446411,22710,-22.933084232038716,-43.36663107132555,rio de janeiro,RJ,55
446618,22711,-22.95209653153628,-43.39272295223751,rio de janeiro,RJ,2
446625,22713,-22.930927083992938,-43.3849856514328,rio de janeiro,RJ,36
446778,22715,-22.92086016847478,-43.38858678005074,rio de janeiro,RJ,9
446805,22720,-22.919396236644825,-43.38705153355255,rio de janeiro,RJ,25
446880,22723,-22.915126647964037,-43.40987975082128,rio de janeiro,RJ,45
447039,22725,-22.912294047856623,-43.38219807642905,rio de janeiro,RJ,22
447127,22730,-22.919623722170964,-43.37064603497029,rio de janeiro,RJ,22
447251,22733,-22.90805540699587,-43.365076570333606,rio de janeiro,RJ,20
447295,22735,-22.92013400805008,-43.36031889592586,rio de janeiro,RJ,16
447344,22740,-22.925875086241643,-43.36913589677584,rio de janeiro,RJ,23
447466,22743,-22.933479697760923,-43.350149913122536,rio de janeiro,RJ,51
447691,22745,-22.936378144309987,-43.32533727849932,rio de janeiro,RJ,32
447884,22750,-22.947654111027692,-43.33860615583707,rio de janeiro,RJ,51
448103,22753,-22.97938068457905,-43.3327651254376,rio de janeiro,RJ,67
448306,22755,-22.953677236001887,-43.334465638593095,rio de janeiro,RJ,20
448365,22760,-22.94491421371684,-43.34638345749923,rio de janeiro,RJ,17
448413,22763,-22.949217347820927,-43.35077284348652,rio de janeiro,RJ,18
448513,22765,-22.95634609019567,-43.34674647224308,rio de janeiro,RJ,29
448649,22770,-22.93862838995325,-43.36065293880199,rio de janeiro,RJ,50
448837,22772,-22.948336079923887,-43.3612598583012,rio de janeiro,RJ,1
448845,22773,-22.95124560421836,-43.3592714074384,rio de janeiro,RJ,9
448871,22775,-22.972956517889177,-43.39706327699233,rio de janeiro,RJ,110
449377,22776,-22.98886263729743,-43.3580821248571,rio de janeiro,RJ,11
449421,22780,-22.96308886984238,-43.402024304605,rio de janeiro,RJ,51
449617,22783,-22.99280667740874,-43.44828652055829,rio de janeiro,RJ,45
449829,22785,-22.97552030068124,-43.48436102271125,rio de janeiro,RJ,15
449905,22790,-23.01133469499096,-43.45025641534424,rio de janeiro,RJ,142
450592,22793,-23.00927096142304,-43.42940927644404,rio de janeiro,RJ,121
451061,22795,-23.026044731317555,-43.46104142146108,rio de janeiro,RJ,71
451410,23010,-22.87424065824757,-43.49141940508112,rio de janeiro,RJ,11
451489,23012,-22.88815387097058,-43.52880192338602,rio de janeiro,RJ,6
451545,23013,-22.90160079739165,-43.54808307799064,rio de janeiro,RJ,11
451677,23015,-22.910199442091727,-43.54481415231861,rio de janeiro,RJ,4
451735,23016,-22.90790027338563,-43.53538218829719,rio de janeiro,RJ,5
451790,23017,-22.915539999999964,-43.54233999999997,rio de janeiro,RJ,16
451934,23020,-23.051775589507898,-43.55382380118115,rio de janeiro,RJ,17
452084,23025,-23.004141035518547,-43.62969052498696,rio de janeiro,RJ,6
452131,23026,-22.99650433203871,-43.62572524077582,rio de janeiro,RJ,7
452185,23027,-22.999557216486807,-43.641098083126536,rio de janeiro,RJ,2
452229,23028,-22.979653543164588,-43.66396836773623,rio de janeiro,RJ,8
452287,23030,-22.95530399999995,-43.58202649999996,rio de janeiro,RJ,12
452353,23031,-22.957687381721165,-43.605057974498,rio de janeiro,RJ,7
452419,23032,-22.973260219372296,-43.64242747132143,rio de janeiro,RJ,11
452487,23033,-22.957985703849097,-43.60671709325408,rio de janeiro,RJ,8
452545,23035,-22.94890612123084,-43.59927651548514,rio de janeiro,RJ,13
452650,23036,-22.94478296491594,-43.57233194152656,rio de janeiro,RJ,10
452755,23040,-22.920193173466444,-43.54930227407812,rio de janeiro,RJ,19
452957,23042,-22.939034386606377,-43.56037003903831,rio de janeiro,RJ,11
453025,23045,-22.915061705811,-43.55265523076929,rio de janeiro,RJ,23
453254,23047,-22.92744345406544,-43.5653325992267,rio de janeiro,RJ,7
453326,23050,-22.906162445467107,-43.56901475728546,rio de janeiro,RJ,17
453445,23052,-22.904996178866543,-43.54317001176807,rio de janeiro,RJ,19
453589,23055,-22.916702672883986,-43.57893967565988,rio de janeiro,RJ,13
453660,23056,-22.91676319900166,-43.61546420370485,rio de janeiro,RJ,5
453721,23057,-22.845438,-43.52194124999999,rio de janeiro,RJ,7
453764,23058,-22.91943783158779,-43.61948314746567,rio de janeiro,RJ,10
453834,23059,-22.91609268687132,-43.61169520062432,rio de janeiro,RJ,16
453958,23060,-22.89838745195309,-43.61308366857508,rio de janeiro,RJ,24
454108,23061,-22.90180015041273,-43.61728064599797,rio de janeiro,RJ,7
454148,23062,-22.906489452680457,-43.60277467929481,rio de janeiro,RJ,8
454197,23063,-22.898246389561866,-43.58672866214904,rio de janeiro,RJ,13
454246,23064,-22.90272537829649,-43.59206905329216,rio de janeiro,RJ,8
454287,23065,-22.8715709513822,-43.63062005738777,rio de janeiro,RJ,10
454389,23066,-22.883500722206897,-43.62784933672958,rio de janeiro,RJ,16
454510,23067,-22.882815900988945,-43.61443211246515,rio de janeiro,RJ,3
454541,23068,-22.886298577444176,-43.59687972410816,rio de janeiro,RJ,8
454594,23070,-22.887125614714957,-43.59933516863879,rio de janeiro,RJ,19
454731,23071,-22.898275102977617,-43.57991583166944,rio de janeiro,RJ,13
454834,23073,-22.887712121011017,-43.58654172924009,rio de janeiro,RJ,13
454922,23075,-22.88236910768082,-43.56762626325808,rio de janeiro,RJ,33
455102,23076,-22.878227912574285,-43.57731414112189,rio de janeiro,RJ,1
455155,23078,-22.864778868805185,-43.5715998508552,rio de janeiro,RJ,12
455217,23080,-22.900055909515867,-43.5630434682037,rio de janeiro,RJ,16
455325,23081,-22.89414057340301,-43.56270255675458,rio de janeiro,RJ,5
455367,23082,-22.88989083374691,-43.56737370384911,rio de janeiro,RJ,4
455428,23085,-22.888546173778685,-43.53316741287888,rio de janeiro,RJ,10
455530,23087,-22.882747506780664,-43.55197219900165,rio de janeiro,RJ,19
455631,23088,-22.88527356174625,-43.55370888481736,rio de janeiro,RJ,13
455717,23090,-22.88189342714524,-43.56352526019967,rio de janeiro,RJ,12
455819,23092,-22.869434839575295,-43.55443024078128,rio de janeiro,RJ,25
456036,23093,-22.87987163281201,-43.53785563113858,rio de janeiro,RJ,12
456139,23094,-22.87021479601226,-43.50911415119284,rio de janeiro,RJ,9
456188,23095,-22.876208978908178,-43.56012203941369,rio de janeiro,RJ,16
456300,23097,-22.851989999999997,-43.53704099999999,rio de janeiro,RJ,9
456375,23098,-22.871220704511035,-43.5080217429306,rio de janeiro,RJ,3
456410,23510,-22.917907090195676,-43.68079488842404,rio de janeiro,RJ,8
456481,23515,-22.927194377459763,-43.68254521510183,rio de janeiro,RJ,6
456567,23520,-22.932964791563265,-43.673679256592976,rio de janeiro,RJ,27
456775,23525,-22.94343646543375,-43.683087610999046,rio de janeiro,RJ,7
456839,23530,-22.96955756564139,-43.691022,rio de janeiro,RJ,8
456942,23535,-22.978162414103497,-43.693011958508826,rio de janeiro,RJ,14
457052,23540,-22.97376912655093,-43.70185289840737,rio de janeiro,RJ,9
457108,23545,-22.965370753534568,-43.696040961423016,rio de janeiro,RJ,11
457194,23547,-22.93808022787862,-43.66123606823412,rio de janeiro,RJ,2
457210,23550,-22.933875887039065,-43.68870134055625,rio de janeiro,RJ,17
457396,23555,-22.918002391886496,-43.69865668275726,rio de janeiro,RJ,6
457516,23560,-22.894212446852077,-43.71546807493222,rio de janeiro,RJ,20
457679,23565,-22.912879499999992,-43.68167100000001,rio de janeiro,RJ,2
457722,23570,-22.91164391140948,-43.67900649132533,rio de janeiro,RJ,10
457843,23573,-22.913586680824032,-43.65451666403138,rio de janeiro,RJ,5
457902,23575,-22.8828599572681,-43.66376400776161,rio de janeiro,RJ,18
458099,23580,-22.908229999999943,-43.62599280599994,rio de janeiro,RJ,14
458225,23585,-22.92801128978522,-43.64204907457884,rio de janeiro,RJ,24
458455,23587,-22.924709159377265,-43.62735147659086,rio de janeiro,RJ,18
458562,23595,-22.935550840109503,-43.66020027560581,rio de janeiro,RJ,12
458675,23810,-22.87358979081365,-43.77293188513139,itaguaí,RJ,10
458772,23811,-22.86313228821826,-43.755450219854616,itaguai,RJ,5
458823,23812,-22.872199163803263,-43.77204292309963,itaguai,RJ,5
458841,23815,-22.87431153938789,-43.78764357870941,itaguai,RJ,6
458932,23820,-22.869565234536577,-43.7919701082573,itaguai,RJ,4
459001,23821,-22.87074866884964,-43.79294070444178,itaguai,RJ,1
459053,23822,-22.859388170464968,-43.78734182115098,itaguai,RJ,1
459066,23825,-22.90074353020161,-43.861172333584406,itaguai,RJ,4
459113,23826,-22.904483963321677,-43.87221941677409,itaguai,RJ,4
459138,23830,-22.84527094091644,-43.76163328599996,itaguaí,RJ,2
459150,23831,-22.880126955803707,-43.81994367177612,itaguaí,RJ,3
459159,23832,-22.872287317299705,-43.73590130884046,itaguai,RJ,1
459161,23855,-22.870536667550173,-43.77637901532607,itaguai,RJ,2
459164,23860,-22.929835186822583,-43.90887910153451,mangaratiba,RJ,13
459329,23870,-22.92219383988727,-43.94349730364039,vila muriqui,RJ,7
459373,23880,-22.927966987708043,-43.90724585339533,itacurussa,RJ,1
459384,23890,-22.797892371022115,-43.63260980520549,seropedica,RJ,3
459415,23893,-22.72750756774333,-43.64146201035896,seropedica,RJ,2
459425,23894,-22.746307968387804,-43.69473581382141,seropedica,RJ,9
459497,23895,-22.74278739059941,-43.70418775397744,seropedica,RJ,9
459585,23897,-22.79848973616071,-43.65176992107816,seropedica,RJ,2
459608,23898,-22.81102627133385,-43.64845041771927,seropedica,RJ,8
459651,23900,-23.00930591078779,-44.32046114144465,angra dos reis,RJ,7
459728,23904,-23.00139114756435,-44.31233159218318,angra dos reis,RJ,2
459747,23905,-22.981301197363237,-44.30340164923547,angra dos reis,RJ,1
459748,23906,-22.998063807295495,-44.30536607069136,angra dos reis,RJ,8
459842,23907,-23.00752004518449,-44.29461576144129,angra dos reis,RJ,1
459870,23909,-23.01935768597164,-44.332875953730266,angra dos reis,RJ,2
459896,23911,-23.01222114498565,-44.279430077609206,angra dos reis,RJ,1
459899,23912,-23.00104857729283,-44.26446139573585,angra dos reis,RJ,1
459918,23914,-22.98902901652846,-44.23437112055439,angra dos reis,RJ,12
460017,23915,-23.006299894712367,-44.234065749303376,angra dos reis,RJ,1
460031,23916,-23.00989075816664,-44.22269761165615,angra dos reis,RJ,3
460070,23918,-23.031085984715087,-44.17415365939973,angra dos reis,RJ,1
460073,23931,-22.98571302087416,-44.30520464841254,angra dos reis,RJ,1
460100,23932,-22.986374404786726,-44.29986729474528,angra dos reis,RJ,4
460155,23933,-22.973898993768785,-44.29320714402816,angra dos reis,RJ,1
460207,23934,-22.96950632736876,-44.30339692787364,angra dos reis,RJ,5
460284,23935,-22.960179748807143,-44.28961167294798,angra dos reis,RJ,4
460306,23936,-23.01496402171552,-44.53016913262758,angra dos reis,RJ,1
460312,23942,-22.94918406150652,-44.323550804155055,angra dos reis,RJ,4
460315,23943,-22.905484999999945,-44.31928415699997,angra dos reis,RJ,2
460333,23946,-22.974517828715573,-44.44355450504452,angra dos reis,RJ,6
460429,23950,-23.002552028713648,-44.47788006815941,angra dos reis,RJ,1
460478,23953,-23.020653433603844,-44.53865723837596,angra dos reis,RJ,9
460538,23954,-23.01206559515735,-44.53981554333971,angra dos reis,RJ,5
460631,23955,-23.005317583424937,-44.53795069744708,angra dos reis,RJ,2
460658,23970,-23.226942512091888,-44.72617217705374,parati,RJ,32
460926,24020,-22.89428279372572,-43.12073703239408,niteroi,RJ,34
461307,24027,-21.2189719026067,-41.87752350568823,niteroi,RJ,1
461308,24030,-22.883862923138043,-43.11562368659535,niterói,RJ,35
461591,24040,-22.884496975055352,-43.12662340796614,niteroi,RJ,4
461631,24050,-22.87448625631712,-43.1159042521057,niteroi,RJ,3
461699,24060,-22.88468203514288,-43.1104961936404,niteroi,RJ,9
461749,24070,-22.893356871487164,-43.1125766611172,niteroi,RJ,1
461794,24110,-22.87198981200734,-43.104650816542055,niterói,RJ,45
462181,24111,-22.86319273688615,-43.09153065889549,niteroi,RJ,2
462199,24119,-22.86343492846253,-43.09725737403164,niteroi,RJ,1
462200,24120,-22.88248286955392,-43.0886607547753,niteroi,RJ,37
462533,24130,-22.87983185270721,-43.08712552709545,niteroi,RJ,27
462845,24140,-22.874438700189227,-43.06812275944768,niteroi,RJ,6
462899,24141,-22.878589347221357,-43.048588368861424,niteroi,RJ,5
462923,24210,-22.901359568959617,-43.1241522171793,niteroi,RJ,72
463530,24220,-22.90581654870452,-43.106988856771984,niteroi,RJ,124
464676,24230,-22.911270381614717,-43.10515133611283,niterói,RJ,117
465778,24240,-22.896755634456788,-43.09981143435861,niteroi,RJ,60
466276,24241,-22.90347156010148,-43.09538136456224,niteroi,RJ,21
466402,24310,-22.90890354397097,-43.06335936314921,niterói,RJ,8
466510,24315,-22.892972503771126,-43.054212114815925,niteroi,RJ,22
466612,24320,-22.89645795213912,-43.03893969749144,niteroi,RJ,22
466830,24322,-22.901004172835204,-43.037358284719815,niteroi,RJ,5
466884,24325,-22.881713364512105,-43.02820900223135,niteroi,RJ,3
466931,24330,-22.904267576225827,-42.98672219441791,niteroi,RJ,9
466984,24340,-22.929128181028045,-43.0144161973205,niteroi,RJ,20
467168,24342,-22.933383999999933,-43.01855731699993,niteroi,RJ,22
467293,24344,-22.936561541368828,-43.01197429001808,niteroi,RJ,10
467337,24346,-22.96338484831568,-43.03302455048608,niteroi,RJ,12
467417,24348,-22.96996139107843,-43.03063701526344,niteroi,RJ,6
467448,24350,-22.944019808500155,-43.06302670148316,niterói,RJ,36
467775,24355,-22.939452538175548,-43.04198995476519,niteroi,RJ,11
467846,24358,-22.95950249166516,-43.054551923240766,niterói,RJ,21
468049,24360,-22.92080861944341,-43.09368761944342,niteroi,RJ,31
468342,24365,-22.91266714181438,-43.08264371885273,niteroi,RJ,3
468372,24370,-22.931171622540223,-43.11725640397596,niteroi,RJ,4
468480,24410,-22.85931686955392,-43.08999321091822,sao goncalo,RJ,1
468510,24411,-22.860335045554766,-43.08877582642397,sao goncalo,RJ,1
468532,24412,-22.840358603352243,-43.06698744933359,sao goncalo,RJ,8
468631,24415,-22.84460881564635,-43.08909376955794,sao goncalo,RJ,8
468709,24416,-22.84263449298823,-43.07412079219987,sao goncalo,RJ,13
468783,24417,-22.84733351862612,-43.05194992158912,sao goncalo,RJ,3
468835,24420,-22.837858930507316,-43.0523415,são gonçalo,RJ,2
468906,24421,-22.83198637979998,-43.04193397033456,sao goncalo,RJ,8
468969,24422,-22.818640152002345,-43.02140202196094,sao goncalo,RJ,11
469030,24425,-22.857770998847855,-43.0954005110372,são gonçalo,RJ,7
469097,24426,-22.83536936790349,-43.08464036790347,sao goncalo,RJ,6
469174,24430,-22.82606973346271,-43.09243488435598,sao goncalo,RJ,6
469278,24431,-22.827206075806263,-43.08632597763122,sao goncalo,RJ,20
469410,24435,-22.82408398146363,-43.06864776948586,sao goncalo,RJ,13
469532,24436,-22.82461973461561,-43.06100551172565,sao goncalo,RJ,10
469643,24440,-22.82732701725956,-43.05044041062229,sao goncalo,RJ,18
469827,24445,-22.817267426623037,-43.03948051450261,sao goncalo,RJ,20
470004,24450,-22.836641319825965,-43.01364263147119,sao goncalo,RJ,11
470113,24451,-22.827869999999997,-43.01969625000001,sao goncalo,RJ,19
470343,24452,-22.81834637467488,-43.0134585090129,são gonçalo,RJ,8
470464,24455,-22.811353604784248,-43.02419821740285,sao goncalo,RJ,8
470564,24456,-22.81209906070257,-43.00875954063074,sao goncalo,RJ,8
470667,24457,-22.807820702930368,-43.008548837565705,sao goncalo,RJ,6
470721,24460,-22.80945748522964,-43.0430013661409,sao goncalo,RJ,7
470784,24461,-22.798810605026503,-43.02972066797716,sao goncalo,RJ,7
470863,24465,-22.82400101237868,-43.05656386425214,sao goncalo,RJ,5
470973,24466,-22.806977184093604,-43.06368361714849,são gonçalo,RJ,3
471018,24467,-22.802360052238978,-43.0521017134224,sao goncalo,RJ,3
471042,24470,-22.7953257797699,-43.04600810459608,sao goncalo,RJ,1
471066,24471,-22.782565330106948,-43.05576234887696,sao goncalo,RJ,2
471074,24472,-22.78942960928453,-43.04317332596335,sao goncalo,RJ,2
471090,24473,-22.78971369730293,-43.03295019894345,sao goncalo,RJ,2
471116,24474,-22.794047405935157,-43.02299329564242,sao goncalo,RJ,1
471148,24475,-22.772904283819237,-43.04128819186588,sao goncalo,RJ,1
471161,24710,-22.826646152351035,-42.99987757664625,sao goncalo,RJ,14
471297,24711,-22.819438578194774,-42.997316166139576,sao goncalo,RJ,8
471331,24715,-22.802883633017,-42.991569871536825,são gonçalo,RJ,7
471426,24716,-22.79451691790931,-43.00826969494774,são gonçalo,RJ,3
471458,24717,-22.802442612704983,-43.004167662474536,sao goncalo,RJ,4
471502,24720,-22.811461317093958,-42.99202935955541,sao goncalo,RJ,3
471534,24721,-22.802034368356964,-42.98191639777684,sao goncalo,RJ,1
471542,24722,-22.80367432447838,-42.97982888792682,sao goncalo,RJ,9
471612,24723,-22.835185713452816,-42.93224075052069,são gonçalo,RJ,6
471662,24724,-22.799295401468115,-42.95561650700336,sao goncalo,RJ,5
471698,24725,-22.80395133423044,-42.96490045553483,sao goncalo,RJ,4
471735,24726,-22.8322963487467,-42.93858505637166,sao goncalo,RJ,1
471747,24727,-22.788731205902764,-42.943115809557774,sao goncalo,RJ,1
471764,24730,-22.826989851782468,-42.98979511839941,sao goncalo,RJ,3
471821,24731,-22.82207076421157,-42.98466953129056,sao goncalo,RJ,3
471849,24732,-22.82808578551792,-42.97358721448207,sao goncalo,RJ,3
471903,24734,-22.827220126728363,-42.95701967367656,sao goncalo,RJ,2
471915,24735,-22.84420381959985,-42.95646866984103,são gonçalo,RJ,1
471931,24736,-22.825408499999995,-42.96030074999999,sao goncalo,RJ,5
471971,24737,-22.830628775114185,-42.981006692644335,sao goncalo,RJ,1
471983,24738,-22.834624557710672,-42.9434559615717,sao goncalo,RJ,5
472013,24740,-22.83150770446966,-43.00284434736725,sao goncalo,RJ,2
472072,24742,-22.83971714365269,-42.998008539497135,sao goncalo,RJ,4
472096,24743,-22.8494025,-42.99899624999999,sao goncalo,RJ,8
472144,24744,-22.829807351422406,-43.00188821360128,sao goncalo,RJ,9
472213,24745,-22.846883133332263,-43.00598984442709,sao goncalo,RJ,5
472236,24746,-22.845070179657903,-42.98986212288898,sao goncalo,RJ,2
472257,24750,-22.82952666093368,-42.988551310768,sao goncalo,RJ,7
472298,24751,-22.85759100323562,-43.00888541128614,sao goncalo,RJ,10
472381,24752,-22.90495599500834,-42.97751321579431,são gonçalo,RJ,4
472419,24753,-22.90611139075539,-42.97739334243523,sao goncalo,RJ,2
472475,24754,-22.87403983236193,-43.03308929516996,sao goncalo,RJ,7
472529,24755,-22.855777638418093,-43.02136994995964,são gonçalo,RJ,1
472577,24756,-22.891851750394064,-43.006206836798846,sao goncalo,RJ,10
472623,24800,-22.734001459672847,-42.86323433666325,itaborai,RJ,12
472751,24801,-22.74183480474236,-42.846123018968505,itaborai,RJ,2
472758,24802,-22.71887971923496,-42.871844137393325,itaborai,RJ,1
472771,24804,-22.752574304555985,-42.85527099986377,itaborai,RJ,3
472838,24805,-22.733261124102032,-42.831251600106846,itaborai,RJ,1
472848,24808,-22.75434323888169,-42.85544570756432,itaborai,RJ,12
472892,24812,-22.74543440809399,-42.87565777480636,itaborai,RJ,6
472973,24813,-22.70666999999997,-42.896109999999965,itaboraí,RJ,1
473004,24830,-22.744304000416736,-42.85758944051675,itaborai,RJ,1
473013,24846,-22.691873540181085,-42.77675827685773,itaborai,RJ,2
473015,24855,-22.769479932943707,-42.923650975792896,itaboraí,RJ,4
473056,24856,-22.7657011091186,-42.91432128572905,itaboraí,RJ,1
473066,24858,-22.77298526174036,-42.93348585291521,itaborai,RJ,6
473103,24859,-22.8221647281532,-42.89085554010795,itaborai,RJ,3
473145,24866,-22.745357207044524,-42.88465572710356,itaborai,RJ,2
473160,24876,-22.7125342435385,-42.89540473111652,itaboraí,RJ,3
473164,24890,-22.734822381594384,-42.720089904888106,tanguá,RJ,6
473234,24900,-22.918401715611136,-42.81174804781017,marica,RJ,15
473363,24901,-22.915173042853034,-42.8212120511168,marica,RJ,7
473407,24902,-22.94071387679384,-42.88806509718821,marica,RJ,2
473418,24903,-22.90950109305715,-42.79833382248586,marica,RJ,6
473467,24904,-22.908570683778134,-42.79469441590441,marica,RJ,3
473493,24905,-22.901665372340847,-42.795023744018,marica,RJ,6
473498,24910,-22.877543038117786,-42.80134485874519,marica,RJ,1
473503,24912,-22.90733509351059,-42.82510433851007,marica,RJ,6
473527,24913,-22.909403191706595,-42.82352014957612,marica,RJ,7
473551,24914,-22.926682192597426,-42.8525491691742,maricá,RJ,7
473600,24915,-22.955858522198028,-42.81280277589673,marica,RJ,3
473610,24916,-22.972316381075515,-42.93868700141586,marica,RJ,2
473622,24921,-22.952398914894346,-42.98620812826969,marica,RJ,1
473629,24922,-22.954400999999997,-42.7030965,marica,RJ,2
473642,24930,-22.9245255,-42.86348099999999,maricá,RJ,4
473667,24931,-22.940072394224583,-42.88783827716344,maricá,RJ,9
473704,24933,-22.96974443607173,-42.9369057138687,marica,RJ,9
473716,24934,-22.968194951803664,-42.95946100698955,marica,RJ,3
473734,24935,-22.950843231750724,-42.96230078206926,marica,RJ,7
473754,24936,-22.95903880735188,-42.98584334941111,marica,RJ,16
473801,24937,-22.961935077883016,-43.00229226830752,marica,RJ,3
473822,24940,-22.94107807180112,-42.95860177906883,marica,RJ,2
473848,24941,-22.916123580282772,-42.93812293488802,marica,RJ,2
473853,24942,-22.926095999360705,-42.86495655363955,marica,RJ,6
473871,24943,-22.907234055760885,-42.93378233993956,marica,RJ,5
473889,24944,-22.89563349999997,-42.93976105099995,marica,RJ,5
473913,25010,-22.785786192374086,-43.316144229981525,duque de caxias,RJ,3
474040,25015,-22.7898225982794,-43.32827859671635,duque de caxias,RJ,9
474169,25020,-22.78420528628237,-43.31477950055586,duque de caxias,RJ,8
474242,25025,-22.78530991174892,-43.32222918835144,duque de caxias,RJ,6
474315,25030,-22.778015003236373,-43.31341707360692,duque de caxias,RJ,1
474351,25035,-22.76533474882392,-43.30808280493542,duque de caxias,RJ,14
474474,25036,-22.663189612142688,-43.3037112690833,duque de caxias,RJ,4
474504,25040,-22.74625128697077,-43.32057255769089,duque de caxias,RJ,10
474595,25041,-22.735679490767343,-43.31184633532655,duque de caxias,RJ,4
474642,25042,-22.74221648679724,-43.317178367738485,duque de caxias,RJ,1
474653,25045,-22.7179799820924,-43.31443538668116,duque de caxias,RJ,7
474736,25046,-22.728162180778853,-43.32198377438596,duque de caxias,RJ,6
474765,25050,-22.74908369187804,-43.30562478541481,duque de caxias,RJ,5
474841,25051,-22.78283591052937,-43.29104226229045,duque de caxias,RJ,2
474912,25055,-22.769144593111417,-43.286316041708815,duque de caxias,RJ,4
474946,25060,-22.76477724977713,-43.30343343716029,duque de caxias,RJ,13
475057,25065,-22.77760106919542,-43.29066335228759,duque de caxias,RJ,9
475218,25070,-22.78581289392769,-43.30804347053546,duque de caxias,RJ,16
475417,25071,-22.79174070252541,-43.30588459356596,duque de caxias,RJ,2
475473,25075,-22.792181989405652,-43.29815559556441,duque de caxias,RJ,3
475547,25080,-22.78540473304261,-43.29772821126139,duque de caxias,RJ,3
475588,25085,-22.79862506251644,-43.29358593827242,duque de caxias,RJ,2
475652,25086,-22.78884195921269,-43.2925970185733,duque de caxias,RJ,2
475708,25211,-22.666330008859266,-43.259745491140734,duque de caxias,RJ,3
475776,25212,-22.67370215083843,-43.24629476920249,duque de caxias,RJ,9
475866,25213,-22.67141722646238,-43.26755860215828,duque de caxias,RJ,8
